Borough,Block,Lot,BIN, Building,Agency,2010 Score *,2010Source EUI (kBtu/ft²)*,2010 GHG Emissions Intensity (kgCO2e/ft²)*,2014 Score *,2014 Source EUI (kBtu/ft²)*,2014 GHG Emissions Intensity (kgCO2e/ft²)*
3,1787,14,3049858,K025,DOE,77,95.5,3.7,75,97.6,4.3
3,1812,1,3329679,K994,DOE,22,293.5,9.2,18,291.7,9.7
3,1819,14,3051458,K305,DOE,90,98.7,3.5,96,83,3.5
3,1821,1,3051540,K044,DOE,23,109.2,6,58,100.1,5.3
3,1823,38,3051641,K458,DOE,89,104.2,3.6,84,113.7,4.3
3,1844,1,3053020,K743,DOE,89,117.2,5.4,95,94.7,4.3
3,1845,1,3053075,K258,DOE,91,85.5,3.8,85,96,4.8
3,1868,7,3053993,K093,DOE,62,122.2,6.8,67,102.2,6
3,1868,28,3323075,K853,DOE,92,186.1,4.8,93,178.8,4.7
3,1888,34,3054323,K914,DOE,9,226,7.3,17,180.7,5.8
3,1897,13,3054671,K157,DOE,74,79.5,3.4,72,82,4.1
3,1923,1,3331567,K270,DOE,73,107.6,5.5,71,109.4,6.3
3,1926,10,3055165,K117,DOE,89,91.8,4.6,89,90,4.6
3,1962,10,3332865,K011,DOE,86,82.5,3.5,82,100.3,4.9
3,1983,10,3056874,K056,DOE,97,72.2,1.9,84,100.3,3.8
3,1998,1,3057406,K003,DOE,52,101.2,5.3,60,114.6,6.5
3,2008,1,3057521,K085,DOE,39,137.1,5.7,75,128.1,5.9
3,2028,1,3057942,K265,DOE,85,81.4,3.7,88,88.3,4.8
3,2039,2,3332507,K067,DOE,45,132.9,5.6,47,129.5,5.6
3,2045,11,3058088,K046,DOE,81,86.1,3.9,69,97,4.7
3,2091,3,3058531,K020,DOE,94,99.4,5.3,84,122.9,7.1
3,2098,13,3058752,K430,DOE,92,142,8.2,93,134.9,7.7
3,2103,4,3059051,K113,DOE,90,82.1,3.6,83,93.6,5
3,2177,1,3059906,K016,DOE,84,89.1,3.4,84,88.9,3.7
3,2207,2,3060407,K778,DOE,95,80.6,2.1,98,79.5,2.1
3,2227,1,3061064,K071,DOE,84,105.9,4.9,77,105.3,5.1
3,2236,9,3061235,K380,DOE,66,125.5,5.3,67,103.6,4.9
3,2246,1,3061328,K318,DOE,72,110,5.1,68,113.6,5.6
3,2268,1,3335470,K837,DOE,76,125.8,4.2,72,129.8,4.6
3,2330,11,3062135,K650,DOE,90,113.4,5,64,118.9,5.5
3,2345,1,3062337,K017,DOE,79,105.7,4.3,77,108.7,4.4
3,2391,1,3062766,K084,DOE,68,97.8,4.1,90,91.7,4.2
3,2419,1,3063128,K050,DOE,79,99.9,5.1,79,116.4,6.6
3,2423,1,3063188,K019,DOE,85,86,4.1,89,82.9,4.3
3,2424,1,3063189,K319,DOE,51,223.4,5.8,50,225.2,5.9
3,2595,1,3065299,K031,DOE,78,89.8,3.5,81,86.2,3.7
3,2622,28,3065733,K034,DOE,84,125.4,6.1,90,112.8,5.5
3,2670,1,3066698,K610,DOE,71,132.3,5,71,125.2,5
3,2688,42,3067144,K110,DOE,92,74.3,2.8,88,80.4,3.3
3,2712,1,3067788,K126,DOE,6,101.2,4.6,95,76.2,3.7
3,2759,1,3068728,K132,DOE,94,80.7,3.9,100,52,2.7
3,2787,1,3069559,K018,DOE,93,114.8,3.4,83,139.5,5.4
3,3016,1,3325733,K450,DOE,96,98.3,4.2,94,99.4,4.7
3,3025,1,3070825,K049,DOE,45,94.8,4,89,92.4,3.6
3,3046,1,3071024,K196,DOE,80,89.6,3.6,82,93.2,4.7
3,3060,1,3071199,K250,DOE,86,93.2,4.3,78,104.4,5.8
3,3091,1,3071418,K147,DOE,88,67.8,2.5,86,69.5,3.1
3,3114,11,3071571,K257,DOE,87,86.1,3.9,89,81.3,4.1
3,3137,26,3071806,K120,DOE,58,123.2,5.3,71,108,4
3,3153,11,3071915,K145,DOE,96,63.5,2.6,88,81.6,3.6
3,3157,37,3071962,K799,DOE,89,84.6,4.4,88,99.5,5.8
3,3185,1,3072497,K111,DOE,96,57.3,1.5,81,82.6,4.5
3,3210,1,3072966,K123,DOE,58,96.1,4.1,86,87.4,3.9
3,3212,1,3073018,K162,DOE,89,103.2,4.1,91,100.7,4.4
3,3230,27,3073462,K913,DOE,82,116,3.6,70,116.3,3.7
3,3241,37,3073752,"K274 within (K274, K876)",DOE,84,87.8,3.9,78,75,3.6
3,3241,37,3073752,"K876 within (K274, K876)",DOE,84,87.8,3.9,78,75,3.6
3,3242,1,3073761,K865,DOE,87,95.5,3.7,85,100.2,4.2
3,3287,1,3075074,K376,DOE,54,146.6,4.6,70,153.6,5.3
3,3289,27,3075109,K086,DOE,100,71.5,3,98,84.8,3.7
3,3298,1,3075413,K383,DOE,37,104.5,4.4,36,105.7,3.7
3,3314,1,3075879,"K075 within (K075, K875)",DOE,76,111.5,4,79,106.7,4
3,3314,1,3075879,"K875 within (K075, K875)",DOE,76,111.5,4,79,106.7,4
3,3317,1,3075909,K116,DOE,82,90.3,4.3,75,99.7,5
3,3343,1,3076460,K291,DOE,44,101.8,3,80,109.3,3.7
3,3358,1,3076734,K299,DOE,66,95.5,3.5,78,84,3.6
3,3360,1,3076784,K377,DOE,72,88.1,4,85,73.6,2.7
3,3365,98,3076908,"K480 within (K480, K482)",DOE,56,155,5.8,82,129.6,5.2
3,3377,1,3077286,K106,DOE,65,95.3,3.4,92,92.5,3.8
3,3406,1,3078654,K151,DOE,63,102.4,4.1,53,112.5,5
3,3416,1,3079027,K296,DOE,63,95.5,4.5,71,88.1,4.8
3,3427,11,3079428,K045,DOE,89,76.3,3.8,80,88,4.8
3,3442,1,3080043,K384,DOE,75,99.4,3.4,71,103.6,4.2
3,3507,7,3080768,K298,DOE,54,110.4,5.4,77,87,4.6
3,3508,12,3080779,K907 (Leased),DOE,60,132.7,3.9,51,115.4,3.6
3,3520,8,3081032,"K327 within (K327, K396)",DOE,61,119,5.3,75,102.7,5.2
3,3520,8,3081032,"K396 within (K327, K396)",DOE,61,119,5.3,75,102.7,5.2
3,3535,16,3081276,K356,DOE,33,163.5,5.5,43,140.9,5.3
3,3541,1,3081419,K175,DOE,70,142.4,5.3,74,136.1,5.5
3,3542,1,3081442,K263,DOE,46,106.7,5.5,49,121.5,6.2
3,3544,135,3081460,K284,DOE,75,100,3.7,49,119.1,5
3,3597,11,3082253,K183,DOE,16,156.7,6.3,9,176.7,7.9
3,3604,1,3082389,K041,DOE,44,119.1,5.7,52,111.6,5.8
3,3606,1,3082391,K184,DOE,56,118.4,4.9,43,131.1,5.9
3,3622,23,3082726,K165,DOE,78,113.7,4.1,69,135.2,6
3,3636,7,3082940,K275,DOE,81,102.6,4.5,89,86.7,4.3
3,3693,1,3083608,K332,DOE,57,105.8,5,77,114.4,6.2
3,3704,1,3083660,K660,DOE,18,210.7,8.5,46,157,6.4
3,3740,1,3083931,K292,DOE,35,116.7,5.6,75,117.7,5.9
3,3744,9,3084012,K150,DOE,28,113.9,4.4,70,120.1,4.7
3,3768,1,3084283,K328,DOE,68,111.5,5.6,88,93.3,5.1
3,3772,6,3084298,K848,DOE,5,250.7,6.5,3,271.1,7.2
3,3774,16,3084348,K149,DOE,78,114.2,4.5,82,107.2,4.8
3,3788,1,3084440,K435,DOE,91,107.5,4.2,92,103.7,4.3
3,3802,15,3084617,K174,DOE,68,98.6,4,73,93.9,4.2
3,3823,1,3085070,K013,DOE,84,109,4.2,90,99.8,4.3
3,3826,21,3085153,K838 (closed),DOE,86,95.2,3,Not Available,Not Available,0
3,3838,18,3085491,K190,DOE,28,174.8,5.9,63,125.3,4.7
3,3926,45,3087131,K108,DOE,86,96.8,3.6,88,93.9,3.6
3,3949,18,3087821,"K290 within (K290, K948)",DOE,8,215.3,7.8,72,120.2,4.6
3,3952,47,3397079,K814,DOE,Not Available,Not Available,Not Available,75,151.1,5
3,3966,1,3327112,K897 (closed),DOE,100,20.4,1,Not Available,Not Available,0
3,3969,1,3088357,"K302 within (K302, K974)",DOE,63,125.4,5.3,82,101.2,4.7
3,3990,1,3088734,K345,DOE,50,119.3,6.6,75,92.9,4.9
3,4013,34,3089171,K932,DOE,59,142.2,6.5,84,101.5,6
3,4015,1,3089176,K158,DOE,64,104.2,4,74,94.1,4.1
3,4069,1,3090219,K072,DOE,89,80,4,85,85.5,4.4
3,4094,1,3090738,"K420 within (K420, K421)",DOE,79,120.9,6.6,92,128.7,7.3
3,4102,19,3397004,K798,DOE,11,232.8,6.2,7,249.5,7.7
3,4106,39,3090998,"K007 within (K007, K991)",DOE,36,144,4.6,47,152,5.1
3,4126,47,3092063,K065,DOE,97,114,3.9,94,130.3,4.7
3,4134,20,3092456,K171,DOE,34,105.7,4.5,78,111.1,5.1
3,4155,75,3327249,K615,DOE,41,172.7,6.8,70,126.1,6.1
3,4216,1,3094735,"K159 within (K159, K998)",DOE,97,80.8,3,94,81.9,3.3
3,4217,1,3094749,K851,DOE,49,129.5,4.6,52,126.1,4.8
3,4243,1,3095254,"K214 within (K214, K949)",DOE,60,113.1,4.2,74,112,4.5
3,4243,1,3095254,"K949 within (K214, K949)",DOE,60,113.1,4.2,74,112,4.5
3,4278,1,3095977,K218,DOE,73,117.9,4.1,67,125.5,5.1
3,4324,1,3097334,"K213 within (K213, K893)",DOE,75,142.2,6.6,79,134.8,7.7
3,4324,1,3380772,"K893 within (K213, K893)",DOE,75,142.2,6.6,79,134.8,7.7
3,4327,24,3097429,K857,DOE,85,130.9,3.9,95,99.8,3.3
3,4328,15,3097444,"K819 within (K819, K947)",DOE,68,170.4,6.8,52,192.7,7.8
3,4353,50,3097675,K166,DOE,65,94.4,4.3,69,104.8,5.4
3,4392,1,3097873,K306,DOE,55,120.2,5.9,65,123.7,6.9
3,4401,1,3097973,K273,DOE,64,109.9,5.8,72,94.9,5.6
3,4449,1,3398623,K422,DOE,Not Available,Not Available,Not Available,36,160.2,5
3,4452,25,3098294,K346,DOE,32,158.2,8,67,114.1,5
3,4477,1,3098664,"K202 within (K202, K958)",DOE,35,121.3,4.8,47,108.1,4.3
3,4530,1,3346166,K224,DOE,52,148,4.8,69,126,4.7
3,4595,15,3323072,K398,DOE,68,95.1,4.4,62,100.9,4.9
3,4599,1,3099537,"K189 within (K189, K889)",DOE,58,143.1,5.9,78,116.4,5.1
3,4606,25,3099733,K232,DOE,51,120.3,4.8,56,114.8,4.9
3,4623,28,3100292,"K268 within (K268, K981)",DOE,45,132.9,5.8,75,98.9,4
3,4648,1,3101168,K219,DOE,74,119.7,4.4,72,121.5,5.5
3,4650,15,3101218,K860,DOE,22,203.1,6.8,35,172,6.4
3,4669,37,3101840,K252,DOE,63,127.3,7,47,147.4,8.1
3,4673,1,3102005,"K135 within (K135, K953)",DOE,64,159.1,6.4,84,124.4,5.7
3,4673,1,3102005,"K953 within (K135, K953)",DOE,64,159.1,6.4,84,124.4,5.7
3,4739,1,3104513,K244,DOE,36,144.6,5.4,21,165.5,6.4
3,4742,1,3104598,K415,DOE,90,93.2,3.7,88,104,4.4
3,4744,1,3104599,K285,DOE,55,120.3,5.9,81,91.6,3.5
3,4753,1,3104990,K233,DOE,65,90.6,3.3,35,129.6,5.2
3,4769,25,3105680,"K208 within (K208, K972)",DOE,65,120.5,4.4,68,117.5,5
3,4794,26,3106599,"K091 within (K091, K891)",DOE,66,107.4,4.3,59,112,4.9
3,4794,26,3106599,"K891 within (K091, K891)",DOE,66,107.4,4.3,59,112,4.9
3,4806,1,3107129,K391,DOE,86,90.8,3.8,91,80.7,3.2
3,4811,1,3107227,K470,DOE,55,135.1,5.1,64,132,5.5
3,4815,20,3107315,K397,DOE,51,179.1,7.2,44,188.3,8.3
3,4844,1,3107846,"K235 within (K235, K835, K980)",DOE,18,146,5.4,37,144.4,5.7
3,4844,1,3107846,"K835 within (K235, K835, K980)",DOE,18,146,5.4,37,144.4,5.7
3,4904,10,3327776,K181,DOE,49,148,5.4,26,161.4,6.3
3,4965,1,3112334,"K864 within (K864, K869)",DOE,86,85,2.6,58,118.6,5.5
3,4965,1,3112334,"K869 within (K864, K869)",DOE,86,85,2.6,58,118.6,5.5
3,4988,66,3113388,"K198 within (K198, K983)",DOE,48,126.9,4.8,50,124.9,5.1
3,4994,23,3113780,K269,DOE,59,127.2,5.3,58,127.6,5.1
3,5022,2,3114526,K395,DOE,2,243.2,7.5,3,225,7.3
3,5049,55,3115866,K092,DOE,90,89.8,3.4,73,115,5
3,5050,66,3378201,K002,DOE,47,157.4,4.8,29,160.4,5.7
3,5075,1,3116438,K249,DOE,66,143.3,7.2,70,136.4,7.1
3,5103,10,3336215,K465,DOE,86,135.1,5.4,89,124.7,5.4
3,5103,79,3117230,K006,DOE,52,159.6,4.8,47,165,5.9
3,5103,93,3338996,K877,DOE,92,98.1,3.7,86,97.2,3.9
3,5103,101,3117232,K884 (closed),DOE,52,132.8,3.9,Not Available,Not Available,0
3,5110,25,3117381,K246,DOE,13,175.5,6.3,10,183.9,7.2
3,5111,1,3117396,K399,DOE,46,218.6,7.4,50,208.9,7.7
3,5121,32,3117584,K735,DOE,Not Available,Not Available,Not Available,91,74.7,2.9
3,5144,64,3328235,K139,DOE,74,124.1,5.6,77,120.1,6
3,5232,1,3121072,K217,DOE,19,159.2,6,23,151.8,6
3,5257,1,3121871,K154,DOE,87,111.7,4.1,38,156.2,6.2
3,5319,1,3124019,K130,DOE,67,107.6,3.8,56,119.7,4.6
3,5322,69,3328370,K917,DOE,32,152,4.8,19,161.3,5.3
3,5323,32,3124109,K230,DOE,69,122.2,4.5,84,100.8,4.3
3,5334,64,3343470,K908,DOE,70,140.3,4.4,72,135.9,4.4
3,5362,21,3125676,K223,DOE,83,104.2,4.2,82,112.4,4.9
3,5371,1,3126001,"K179 within (K179, K921)",DOE,86,106.7,4.2,84,109.4,4.7
3,5391,1,3126842,K062,DOE,86,111.2,5,96,96.5,5.1
3,5416,48,3127692,"K839 within (K849, K839)",DOE,68,120.3,4.3,62,126.3,4.9
3,5416,48,3127692,"K849 within (K849, K839)",DOE,68,120.3,4.3,62,126.3,4.9
3,5445,1,3128909,K192,DOE,63,122.1,4.4,67,117.6,4.9
3,5492,1,3130809,K180,DOE,76,95.6,3.7,69,102.3,4.5
3,5495,1101,3253281,K121,DOE,80,139.2,5.2,90,117.6,4.9
3,5506,6,3131537,K505,DOE,93,102.5,5.1,93,98.1,5.1
3,5519,1,3132140,K048,DOE,58,141.7,5.1,65,131.2,5.6
3,5551,18,3133741,K227,DOE,72,101.9,3.8,77,97,4
3,5571,1,3134749,K205,DOE,88,78.3,2.8,71,111.7,4.4
3,5587,38,3328583,K781,DOE,82,144.2,7.2,92,117.6,5.1
3,5600,1,3135976,K164,DOE,75,113.5,4.5,68,121.8,5.1
3,5603,1,3136085,K131,DOE,69,94,4.7,84,104.2,5.6
3,5653,21,3138276,"K160 within (K160, K521)",DOE,88,115.8,4.4,51,146.4,5
3,5653,55,3398120,"K521 within (K160, K521)",DOE,88,115.8,4.4,51,146.4,5
3,5702,1,3140612,K105,DOE,72,113.2,4.3,57,142,6
3,5729,24,3141434,K310,DOE,Not Available,Not Available,Not Available,13,253.4,8.6
3,5735,32,3387646,K069,DOE,28,212,7.1,20,222.3,8
3,5745,29,3142008,K486,DOE,25,148.8,5.9,12,161.5,6.8
3,5774,1,3143190,K176,DOE,88,87.9,3.6,77,103.1,4.5
3,5799,38,3143927,K971,DOE,Not Available,Not Available,Not Available,59,147.5,5
3,5850,30,3144482,"K485 within (K485, K977)",DOE,26,210.1,7.3,27,198.4,7.5
3,5850,30,3144482,"K977 within (K485, K977)",DOE,26,210.1,7.3,27,198.4,7.5
3,5873,84,3145771,K940,DOE,100,69.3,1.8,100,63.3,1.7
3,5890,1,3146491,K102,DOE,81,119.8,4.4,85,110.6,4.9
3,5891,48,3146550,K331,DOE,Not Available,Not Available,Not Available,15,201.2,6.2
3,5899,1,3146921,"K170 within (K170, K954)",DOE,71,131.4,4.8,73,127.4,6.2
3,5923,1,3148031,K259,DOE,37,168.8,6.9,30,172.4,7.4
3,5973,1,3150481,K127,DOE,79,113.5,4.8,68,128.6,6.1
3,6013,1,3152318,"K490 within (K490, K934)",DOE,76,150.3,6.4,73,148.2,5.4
3,6013,1,3152318,"K934 within (K490, K934)",DOE,76,150.3,6.4,73,148.2,5.4
3,6043,1,3153416,K185,DOE,71,107.4,4.4,34,152.1,7.1
3,6062,141,3154079,K264,DOE,Not Available,Not Available,Not Available,28,203.7,6.6
3,6065,43,3154215,K989,DOE,55,237,8.2,69,186.9,6.6
3,6088,1,3154775,K104,DOE,90,97.2,4.3,82,106.3,5.2
3,6174,36,3157466,K247,DOE,94,112.6,4,90,126,5.1
3,6180,1,3157760,"K112 within (K112, K961)",DOE,96,95.9,3.4,79,136.4,5.5
3,6239,1,3160923,K186,DOE,81,119.6,4.7,81,118.8,5.1
3,6271,1,3162711,"K445 within (K445, K446)",DOE,80,129.5,4.6,67,141.1,5.5
3,6278,22,3162973,K201,DOE,85,92,3.6,82,99.6,4.1
3,6294,1,3163702,K204,DOE,68,119.6,4.4,46,145.8,5.6
3,6329,32,3165232,"K128 within (K128, K721)",DOE,52,117.1,5.1,67,101.5,4
3,6329,32,3165232,"K721 within (K128, K721)",DOE,52,117.1,5.1,67,101.5,4
3,6391,24,3167212,K229,DOE,14,221.3,6.9,21,197.3,6.5
3,6399,26,3167623,K163,DOE,81,110.6,3.9,87,98.9,4.2
3,6399,26,3392297,K807,DOE,Not Available,Not Available,2,23,191,6
3,6407,8,3167818,K200,DOE,29,106.5,4.1,89,101.5,4.1
3,6535,11,3171478,K099,DOE,88,93.7,3.7,83,101.8,4.5
3,6549,24,3172071,K226,DOE,56,102.9,3.7,61,113.3,5
3,6595,33,3174076,K096,DOE,78,97.9,3.8,74,103.3,4.4
3,6618,1,3396829,K237,DOE,4,267.1,7.8,24,190.4,5.4
3,6631,1,3175834,K177,DOE,63,103.5,3.8,77,101.7,4.2
3,6640,13,3176229,K238,DOE,77,107.5,4,75,109.5,4.5
3,6667,24,3177680,"K097 within (K097, K937)",DOE,6,229.3,13.2,42,147.4,7
3,6681,169,3178584,K215,DOE,83,119.3,4.8,75,133,5.7
3,6734,109,3180673,K525,DOE,87,123.7,5.5,86,123.4,5.8
3,6739,77,3180747,K997,DOE,73,257.5,6.9,82,220.8,6.4
3,6740,25,3180761,K199,DOE,98,60.7,1.9,79,101.3,4.2
3,6769,18,3182169,K197,DOE,95,61.4,2.5,60,105.5,4.8
3,6788,1,3182721,"K425 within (K425, K426)",DOE,63,153.9,8.3,69,142.5,8
3,6821,123,3184034,K255,DOE,70,110.8,5.9,63,118.9,6.7
3,6821,244,3184057,K234,DOE,71,126,4.6,57,144.4,6
3,6875,32,3185973,K101,DOE,82,113.5,4.6,94,126.9,5.6
3,6883,1,3186454,"K400 within (K400, K401)",DOE,91,105.4,5.5,94,93.8,3.9
3,6891,1,3186626,K281,DOE,94,75.4,3,90,82,4.2
3,6917,1,3187407,K212,DOE,27,109.3,5.7,70,105,5.9
3,6965,140,3188221,K239,DOE,74,84.4,3.6,39,117.3,6.7
3,7006,1,3188726,K188,DOE,87,101.4,4.2,70,128.5,6.8
3,7051,1,3189517,K329,DOE,50,133.9,6.1,70,109.4,5
3,7054,45,3189538,K288,DOE,38,147.5,7.2,81,97.1,5.3
3,7084,1,3190273,K228,DOE,47,115.5,4.4,95,115.3,4.7
3,7123,66,3192661,"K095 within (K095, K951)",DOE,73,109.1,5.2,65,119,6.3
3,7185,20,3194998,"K540 within (K540, K541)",DOE,83,118.1,5.7,78,122.8,6.5
3,7185,20,3194998,"K541 within (K540, K541)",DOE,83,118.1,5.7,78,122.8,6.5
3,7185,20,3385667,K722,DOE,77,111.5,3.4,69,117,3.9
3,7196,1,3195175,K216,DOE,86,85.5,3.3,75,106.4,4.6
3,7244,1,3196224,"K209 within (K209, K941)",DOE,77,113.3,4.3,82,110.1,4.6
3,7250,25,3196292,K303,DOE,96,89.7,3.9,93,95.5,4.6
3,7254,1,3196293,"K410 within (K410, K411)",DOE,83,118.1,4.5,88,107.4,4.5
3,7261,47,3196378,K620,DOE,87,103.7,5.3,86,103.8,5
3,7266,40,3196558,K090,DOE,68,100.6,4.6,86,80.1,4.1
3,7274,107,3196587,K370,DOE,41,174.9,6,44,158.7,5.5
3,7281,1,3196595,K100,DOE,70,115.3,6,58,129.1,7.6
3,7291,30,3196677,K153,DOE,82,96.2,3.5,77,103.5,4.3
3,7381,201,3201080,K206,DOE,66,103.2,4,53,117.5,5
3,7393,1,3201629,"K194 within (K194, K959)",DOE,66,102.8,3.9,80,103.7,4.2
3,7420,26,3203132,K254,DOE,25,165.3,5.3,38,160.8,6.4
3,7424,1,3203617,K014,DOE,86,83.4,4.4,94,84.8,4.7
3,7425,2,3203631,"K495 within (K495, K496)",DOE,86,88.7,4.2,90,100.9,5
3,7447,1,3386003,K286,DOE,22,129.3,6,56,123.8,6.3
3,7474,1,3205435,K052,DOE,86,97.2,3.7,84,101.3,4.1
3,7551,26,3205780,"K152 within (K152, K927)",DOE,42,143.4,4.9,28,161.2,6.2
3,7553,41,3205788,K405,DOE,100,58.9,1.6,100,55.7,1.5
3,7625,1,3208461,"K193 within (K193, K952)",DOE,67,113.4,4.1,79,98,3.8
3,7629,30,3208638,K240,DOE,82,89.5,4.4,61,113.3,5.9
3,7706,1,3212254,K222,DOE,80,102.3,3.7,70,114.6,4.9
3,7758,1,3214729,K251,DOE,61,110.6,5.3,35,129,6.9
3,7775,1,3215550,K852,DOE,92,79.8,2.4,63,120.3,6.2
3,7782,34,3215797,K995,DOE,68,170.6,4.5,78,151.7,4.2
3,7786,1,3215816,K119,DOE,87,103.3,4.5,92,92.4,4.4
3,7849,1,3218626,K203,DOE,66,87.3,3.3,81,93.5,4.1
3,7860,17,3345177,K729,DOE,83,88.6,3.7,99,50.8,1.3
3,7916,1,3221964,K855 (Leased),DOE,88,86.7,2.9,89,84.9,3.1
3,7998,5,3224139,K515,DOE,95,96.2,5.3,94,96.5,5.3
3,8018,1,3224947,K068,DOE,87,78.3,3.1,88,77.3,4
3,8034,1,3225637,"K276 within (K276, K923)",DOE,53,128.6,5.4,70,109.5,5.1
3,8034,1,3225637,"K923 within (K276, K923)",DOE,53,128.6,5.4,70,109.5,5.1
3,8129,60,3325418,K066,DOE,39,177,5.5,65,138.9,4.9
3,8158,40,3229156,K260,DOE,67,92.1,4.4,52,107,6.1
3,8160,22,3229159,K114,DOE,49,116.9,3.9,73,110,4
3,8182,52,3229624,K818,DOE,25,204.3,9.4,64,130.2,7.9
3,8188,1,3229773,K242,DOE,62,110.9,4.1,55,103.5,4.6
3,8215,12,3396940,K366,DOE,8,295.7,8.7,26,228.9,6.4
3,8222,1,3230949,"K500 within (K500, K501)",DOE,90,94.2,4.3,89,106.8,5.5
3,8227,1,3326732,K211,DOE,83,88.5,4.8,88,92,4.9
3,8230,1,3326733,K279,DOE,67,117.3,5.2,79,104.6,4.6
3,8256,1,3232559,K115,DOE,41,150.6,5.4,78,103.8,4.1
3,8329,250,3235262,"K272 within (K272, K922)",DOE,73,111.5,5.3,84,96.5,5.3
3,8388,2,3236496,K078,DOE,70,85.8,3.9,84,74.6,4
3,8393,1,3236665,K312,DOE,77,118.4,5,86,98.7,5.1
3,8464,1,3326821,"K236 within (K236, K975)",DOE,89,93.3,3.4,84,101.7,4
3,8484,1,3239388,K207,DOE,89,93.7,3.5,86,100,4.1
3,8496,100,3239889,K278,DOE,88,97.9,4.5,88,96.9,4.8
3,8590,650,3242369,K277,DOE,75,104.9,5.4,68,130.7,7.4
3,8666,610,3244470,"K253 within (K253, K964)",DOE,34,149.9,7.6,32,147.4,7.5
3,8712,56,3245498,K225,DOE,50,148.4,5.6,59,140.3,6.2
3,8752,35,3246519,K195,DOE,36,162.1,6.8,83,100.2,4.4
3,8767,26,3246958,K043,DOE,19,118.8,5.9,40,96.7,4.4
4,6,8,4538588,Q404,DOE,Not Available,Not Available,Not Available,5,233,7.8
4,18,1,4000019,Q768,DOE,45,197.2,5.3,29,216.2,6
4,21,30,4542629,Q312,DOE,Not Available,Not Available,Not Available,11,209.2,7
4,84,11,4441059,Q980,DOE,92,166.9,4.3,94,158,4.2
4,100,1,4000744,Q667,DOE,17,196.4,5.4,8,227.5,6.4
4,158,25,4436667,Q797,DOE,69,70.6,3.8,59,103.8,5.9
4,169,6,4540402,Q313,DOE,Not Available,Not Available,Not Available,Not Available,Not Available,2
4,185,1,4002387,Q150,DOE,36,182.4,7,56,151.9,5.8
4,206,3,4002915,"Q199 within (Q199, Q938)",DOE,54,112.4,5.6,67,138.4,7.7
4,226,1,4436685,Q610,DOE,85,97.6,4.9,90,103.2,5.2
4,228,20,4003259,Q600,DOE,39,160.4,5,44,161.1,5.5
4,249,1,4003442,Q520,DOE,7,176,4.6,2,310.7,9.9
4,274,1,4003517,Q735,DOE,60,109.9,3,85,103.7,2.8
4,282,1,4003540,Q891,DOE,71,127.1,3.6,41,149.4,4.7
4,343,1,4004156,Q204,DOE,78,87.9,3.2,96,73.4,3
4,344,1,4004170,Q112,DOE,1,493.1,24,68,108.8,4.7
4,354,1,4004331,Q076,DOE,93,79.9,2.6,98,69.2,2.6
4,363,1,4004419,Q111,DOE,56,113.2,6,72,97.1,3.9
4,404,1,4004874,Q450,DOE,83,129.7,6.2,65,150.6,8.1
4,417,2,4005022,Q800,DOE,93,159,4.8,93,144.1,4.5
4,417,16,4005026,Q451,DOE,96,115.7,4.2,42,123.9,4.5
4,423,5,4005057,Q894 (closed),DOE,100,6.9,0.2,Not Available,Not Available,0
4,438,26,4005184,Q725 (Leased),DOE,18,171.4,5.1,39,158.5,5.1
4,489,1,4005429,Q801,DOE,79,108.6,4.4,83,100.3,4.3
4,529,2,4467709,"Q452 within (Q452, Q453)",DOE,24,223.8,6.7,14,221.4,6.9
4,537,14,4006046,Q171,DOE,82,53.4,2.6,92,81.1,4.3
4,542,8,4440035,Q739,DOE,Not Available,Not Available,1.1,98,101.3,2.7
4,553,1,4006382,Q126,DOE,43,114.6,5.8,91,88.1,5.1
4,592,15,4007619,Q234,DOE,45,145.2,4.6,74,122.8,3.9
4,594,1,4007663,Q017,DOE,91,83.2,3.8,92,81.1,4.1
4,610,1,4008220,Q166,DOE,11,157.5,5.7,60,130.4,4.9
4,634,36,4009499,Q798,DOE,7,269.1,8.7,20,204.6,6.5
4,696,14,4442503,"Q070 within (Q070, Q970)",DOE,30,153.6,6.3,85,101.9,4.2
4,714,1,4012664,Q010,DOE,73,101.8,3.7,83,89.5,2.9
4,738,2,4013655,"Q445 within (Q445, Q446, Q949)",DOE,74,99.3,5.2,89,106.1,5.7
4,752,1,4014094,"Q151 within (Q151, Q925)",DOE,44,135.8,6.1,56,122.9,5.4
4,752,1,4014094,"Q925 within (Q151, Q925)",DOE,44,135.8,6.1,56,122.9,5.4
4,794,17,4015334,Q084,DOE,85,93.9,3.3,91,84.6,3.3
4,810,1,4016102,Q141,DOE,93,83.6,3.4,93,82.5,3.5
4,842,31,4017485,"Q085 within (Q085, Q981)",DOE,59,112.4,4.1,79,112.8,4.5
4,880,1,4019633,Q122,DOE,74,100,3.9,71,95.7,4
4,971,1,4021375,Q002,DOE,85,96.1,3.3,70,117,4.7
4,1109,16,4024487,Q127,DOE,57,116.3,4.6,54,120.5,5
4,1184,14,4027102,Q152,DOE,60,127.6,5.6,53,137.1,6.7
4,1239,1,4028447,"Q011 within (Q011, Q810, Q932)",DOE,14,176.2,7.7,59,147.4,7.1
4,1239,1,4028447,"Q810 within (Q011, Q810, Q932)",DOE,14,176.2,7.7,59,147.4,7.1
4,1247,41,4028697,Q297,DOE,Not Available,Not Available,Not Available,Not Available,Not Available,2.8
