Borough,Block,Lot,BIN, Building,Agency,2010 Score *,2010Source EUI (kBtu/ft²)*,2010 GHG Emissions Intensity (kgCO2e/ft²)*,2014 Score *,2014 Source EUI (kBtu/ft²)*,2014 GHG Emissions Intensity (kgCO2e/ft²)*
1,2029,11,1060432,M194,DOE,45,140.8,6.7,60,124.4,4.9
1,2042,35,1060726,M123,DOE,62,89.2,4,82,94.6,4.5
1,2078,19,1081834,M153,DOE,67,114.1,4.1,88,85.6,3.2
1,2084,29,1087824,M093,DOE,7,225.7,6.3,2,264.5,7.8
1,2106,50,1082090,"M046 within (M046, M846)",DOE,87,52.2,1.5,89,47.9,1.4
1,2107,26,1076739,M028,DOE,63,124.2,5.8,69,116.8,5.2
1,2111,24,1062636,M164,DOE,39,146.8,5.9,41,145.8,6
1,2112,1,1081842,M008,DOE,51,148.2,4.6,44,155.8,5
1,2112,58,1076741,M090,DOE,58,137.9,4.5,62,131.6,4.2
1,2116,33,1076742,M814,DOE,Not Available,Not Available,Not Available,14,228.6,7.3
1,2118,22,1062792,M004,DOE,43,176.4,5.5,39,180.9,6.5
1,2123,45,1085733,M876,DOE,2,299.3,8.5,7,253.5,7.4
1,2125,1,1062994,M128,DOE,56,129.4,6.1,33,137.7,7.7
1,2133,40,1063228,M115,DOE,62,107.5,4.3,37,123,5
1,2142,154,1063503,M173,DOE,45,127.3,5.2,50,123,5.4
1,2150,30,1084201,"M005 within (M005, M921)",DOE,36,155.8,4.9,35,156,5.3
1,2155,35,1063703,M143,DOE,93,87.7,3.5,82,100.5,4.8
1,2159,51,1076750,M189,DOE,60,113.8,4.5,1,281.6,13.5
1,2160,18,1076751,"M465 within (M465, M466, M965)",DOE,65,161.7,8.5,70,146.5,8
1,2160,18,1076751,"M466 within (M465, M466, M965)",DOE,65,161.7,8.5,70,146.5,8
1,2160,18,1076751,"M965 within (M465, M466, M965)",DOE,65,161.7,8.5,70,146.5,8
1,2164,32,1063928,M528,DOE,66,206.1,7,74,189.4,7.1
1,2165,26,1063947,M132,DOE,87,86.1,3.3,71,108,4.7
1,2165,69,1063959,M233,DOE,91,83.2,3.4,86,99.9,4.6
1,2167,29,1076752,"M048 within (M048, M902)",DOE,36,158.7,4.8,28,169.6,5.4
1,2171,36,1064128,M178,DOE,74,110.4,3.5,58,128.3,4.5
1,2172,16,1076756,M218,DOE,84,107,4.5,80,110.1,5.1
1,2173,1,1064149,"M152 within (M152, M847)",DOE,39,134.8,6,18,168.8,8.9
1,2173,1,1064149,"M847 within (M152, M847)",DOE,39,134.8,6,18,168.8,8.9
1,2179,365,1064371,M187,DOE,26,114.3,4.7,50,118.3,5.1
1,2215,824,1082045,"M884 within (M898, M884)",DOE,95,143.6,4.3,93,146.7,4.5
1,2215,824,1082045,"M898 within (M898, M884)",DOE,95,143.6,4.3,93,146.7,4.5
1,2215,831,1064704,M918,DOE,88,92.5,2.8,86,94.7,3.2
1,2226,41,1081910,M263,DOE,Not Available,Not Available,Not Available,7,242.8,7.2
1,2229,12,1064871,"M098 within (M098, M845)",DOE,35,120.3,9.9,35,121.9,10.3
1,2233,20,1076776,M052,DOE,62,115.7,5.6,44,137.2,7.2
1,2234,7,1064900,M176,DOE,78,136.4,4.4,78,135.4,4.8
1,99999,9999,1000000,M835,DOE,98,103.3,2.7,Not Available,Not Available,Not Available
2,2215,80,1064532,"X475 within (X475, X476, X960)",DOE,82,117.1,5.5,95,112,5.4
2,2267,15,2000077,X030,DOE,49,120.5,6,85,107.4,5.7
2,2274,23,2000114,X027,DOE,42,119.5,5,65,101.6,4.3
2,2280,40,2000205,X043,DOE,84,91.2,4.3,85,92,4.8
2,2284,34,2000308,X040,DOE,85,98.2,4.4,84,98.1,4.1
2,2286,36,2000391,X139,DOE,43,122.9,6,91,103.4,4.9
2,2298,1,2097030,X154,DOE,74,96.7,4.5,65,109.7,5.6
2,2302,40,2000626,X049,DOE,57,95.8,4.6,76,91.8,4.8
2,2306,54,2097038,X149,DOE,87,97.4,4.1,62,122.2,5.9
2,2324,8,2000816,X018,DOE,92,77.5,5.5,99,58.8,4
2,2329,75,2000876,X807,DOE,7,304.5,9.2,8,296.8,9.8
2,2333,70,2000957,X183,DOE,52,115.1,4.8,76,109.8,4.4
2,2344,96,2001027,X884,DOE,67,123.6,3.8,56,148,4.9
2,2359,100,2115801,X963,DOE,11,251.3,6.5,3,247.7,6.5
2,2359,240,2001153,"X470 within (X470, X920)",DOE,23,130.3,4.7,36,169.5,7.1
2,2390,1,2001619,X132,DOE,50,107.7,5.3,79,93.4,4.7
2,2403,1,2001736,X029,DOE,78,104.4,5,83,102.6,5.4
2,2411,22,2001874,X600,DOE,79,108.3,6,84,114.3,6.5
2,2411,119,2001881,X001,DOE,93,70.9,3.5,90,83.9,4.5
2,2424,1,2097111,X145,DOE,47,101.9,4.9,85,99.6,5.4
2,2435,75,2002299,"X053 within (X053, X851, X874)",DOE,58,122.9,5.8,78,122.8,6.2
2,2435,75,2002299,"X851 within (X053, X851, X874)",DOE,58,122.9,5.8,78,122.8,6.2
2,2435,75,2002299,"X874 within (X053, X851, X874)",DOE,58,122.9,5.8,78,122.8,6.2
2,2438,50,2002410,X022,DOE,53,106.2,5.3,35,125.2,6.6
2,2443,78,2103486,X790,DOE,Not Available,Not Available,2.9,6,280.9,8.1
2,2443,79,2002454,"X156 within (X151, X156)",DOE,38,158.6,4.1,34,164.6,4.3
2,2443,190,2001036,X031 (closed),DOE,100,10.7,0.3,Not Available,Not Available,0
2,2443,190,2001036,"X151 within (X151, X156)",DOE,38,158.6,4.1,34,164.6,4.3
2,2445,6,2109459,X460,DOE,23,177.5,5.3,13,199.6,6.4
2,2446,43,2101573,X035,DOE,92,103.4,3.5,99,99.9,3.7
2,2446,43,2002497,X166,DOE,87,103.5,4.4,85,102.8,4.9
2,2456,100,2002745,"X090 within (X090, X890)",DOE,82,77.8,4.3,59,131.5,6.7
2,2456,100,2002745,"X890 within (X090, X890)",DOE,82,77.8,4.3,59,131.5,6.7
2,2480,8,2097130,X235,DOE,35,168.7,5.4,32,171.8,6.1
2,2495,100,2003022,X114,DOE,29,125.8,6.5,82,120.8,6.3
2,2504,82,2003051,"X073 within (X073, X873)",DOE,19,204.5,11.5,43,167.8,9.6
2,2526,83,2003495,X126,DOE,13,129.1,6.6,57,125.4,6.9
2,2527,58,2117349,X285,DOE,Not Available,Not Available,Not Available,4,284.5,9.3
2,2529,81,2003519,X011,DOE,41,120.5,4.5,66,95.8,3.8
2,2535,10,2116205,X172,DOE,21,178.6,5.3,35,165.9,5.3
2,2552,70,2003646,X855,DOE,9,204.2,5.3,23,182.9,4.8
2,2571,1,2003834,X065,DOE,39,128.6,6.1,52,116.3,5.6
2,2576,26,2003883,X655,DOE,48,145.5,6.4,65,135.9,5.1
2,2578,27,2003910,X155,DOE,75,105.6,5.2,87,98.8,5.6
2,2615,14,2004302,"X063 within (X063, X862)",DOE,41,146.5,5.5,19,182.2,7.2
2,2616,1,2004314,X162,DOE,73,78.6,3.8,95,80.2,4.2
2,2625,1,2004464,X157,DOE,77,106.2,5.3,92,79.2,2.9
2,2627,9,2004469,"X140 within (X140, X840)",DOE,56,110.9,5.7,90,75.5,2.9
2,2627,9,2004469,"X840 within (X140, X840)",DOE,56,110.9,5.7,90,75.5,2.9
2,2631,48,2004496,X120,DOE,79,92.4,5.2,79,105.1,6.1
2,2632,27,2004498,X146,DOE,76,102.4,4.6,76,104.9,4.8
2,2634,1,2004526,"X400 within (X400, X961)",DOE,56,158.4,5.7,68,135.8,5.3
2,2642,1,2004548,X005,DOE,82,128.2,6.2,96,104.8,5.4
2,2655,30,2004690,X184,DOE,86,109.2,4.8,89,91.7,3.7
2,2664,1,2004772,X025,DOE,85,88.2,3.4,84,98.6,4.1
2,2664,29,2004773,X161,DOE,70,95.6,4.3,57,114.6,5.7
2,2668,1,2004807,"X650 within (X650, X962)",DOE,80,123,4.4,66,140.5,5.4
2,2671,11,2004868,X158,DOE,78,123.8,5.5,77,118.2,5
2,2672,1,2004869,X198,DOE,72,129.1,5.9,87,103.3,4.4
2,2683,65,2005089,X062,DOE,47,140.2,8.1,56,130.2,7.5
2,2686,20,2005133,X052,DOE,34,169.9,9.1,36,162.1,9.5
2,2688,1,2005168,X130,DOE,43,107,5.6,61,132.5,7.9
2,2692,14,2005276,X099,DOE,59,125.4,5.2,73,118.1,5.2
2,2696,85,2005348,X060,DOE,79,65.2,3.3,84,73.8,3.8
2,2698,12,2005366,X401,DOE,88,95.5,5.1,95,77.2,3
2,2710,1,2005616,X039,DOE,44,99.9,4.1,90,93.9,4.4
2,2714,4,2005660,X116,DOE,21,148.8,5.1,66,122.2,3.7
2,2717,5,2005681,X150,DOE,77,90,4,76,92.1,4.8
2,2723,33,2116211,X392,DOE,13,241.2,6.8,9,232.8,6.6
2,2747,1,2006079,X075,DOE,44,87.7,3.3,69,91.2,3.8
2,2763,279,2006566,X074,DOE,49,92,2.5,60,136.6,5.8
2,2766,1,2006680,X048,DOE,13,119,6.3,42,117.8,6.2
2,2793,28,2007387,"X070 within (X070, X870)",DOE,8,120.6,6.3,37,113.2,5.2
2,2793,28,2007387,"X870 within (X070, X870)",DOE,8,120.6,6.3,37,113.2,5.2
2,2804,31,2007603,"X028 within (X028, X928)",DOE,33,115.8,5.5,81,92.3,4.8
2,2817,2,2007806,"X410 within (X410, X411)",DOE,85,104.5,5,89,109.9,4.1
2,2827,1,2007902,"X117 within (X117, X957)",DOE,32,133.9,7,55,139.8,7.4
2,2830,17,2094535,X088,DOE,54,126.3,6.4,74,104.4,5.7
2,2843,40,2008098,"X064 within (X064, X924)",DOE,14,129.7,6.1,63,123.6,5.8
2,2847,41,2103870,X170,DOE,30,155.3,4.8,71,145.7,4.6
2,2851,21,2098479,X173,DOE,21,193.6,6,55,168.8,5.4
2,2862,14,2098721,X306,DOE,17,167.4,6.1,48,150.9,6.1
2,2866,70,2008460,X082,DOE,32,159.7,7.8,80,134.9,6.7
2,2866,105,2008470,X338,DOE,Not Available,Not Available,2.1,71,137.8,3.8
2,2873,27,2088263,X104,DOE,62,101.1,3.9,79,95.8,3.9
2,2876,8,2008794,X824,DOE,45,77.8,2.1,83,108.1,4.8
2,2877,393,2094549,"X109 within (X109, X899)",DOE,15,128.5,6.9,63,115.6,6
2,2877,393,2094549,"X899 within (X109, X899)",DOE,15,128.5,6.9,63,115.6,6
2,2882,130,2009253,X229,DOE,27,180.3,6,29,171.9,6.3
2,2897,5,2009400,X147,DOE,87,102.3,4.4,93,90.2,3.7
2,2898,1,2094564,X876,DOE,47,189.6,5.5,46,171.2,5.2
2,2902,1,2009463,X055,DOE,26,138.8,5.9,51,134.6,5.5
2,2903,23,2009466,X042,DOE,72,80.7,2.8,93,77.2,3
2,2909,32,2009540,X058,DOE,72,107.8,5,88,102.9,5.3
2,2913,1,2009555,X970,DOE,22,213.4,6,19,207.8,6.1
2,2923,18,2815559,X465,DOE,Not Available,Not Available,3.3,2,288.3,8.8
2,2925,1,2009611,X148,DOE,62,91.7,3.9,89,105.2,5.1
2,2925,56,2009617,X002,DOE,74,85.8,4.3,89,103.4,5.9
2,2930,1,2009659,X004,DOE,77,114.6,4.5,77,120.8,4.9
2,2930,75,2100071,X171,DOE,18,200.6,6.9,39,185.9,6.5
2,2932,1,2009718,X110,DOE,83,87.1,3.9,89,80.6,4.2
2,2939,45,2009865,X061,DOE,31,126.1,5.2,71,111.4,4.7
2,2939,93,2009867,X098,DOE,29,105.2,4.5,82,114.3,4.9
2,2949,64,2009957,X044,DOE,28,115.3,4.6,75,114.9,5
2,2951,32,2094582,X193,DOE,61,106,4.4,81,108,4.8
2,2965,82,2010273,"X134 within (X134, X834)",DOE,46,120.2,5.3,52,128.3,5.7
2,2965,82,2010273,"X834 within (X134, X834)",DOE,46,120.2,5.3,52,128.3,5.7
2,2969,1,2010344,X136,DOE,83,88.4,4.1,82,89.5,4.3
2,2983,15,2010604,X973,DOE,1,275.3,7.8,12,217.8,6.4
2,2990,6,2010671,X817,DOE,68,129.9,3.4,91,144.7,3.8
2,2996,10,2010786,X050,DOE,57,119.3,5,58,118.8,6.1
2,3005,10,2010892,"X006 within (X006, X936)",DOE,52,113.8,4.2,76,105.7,4.2
2,3007,8,2010910,X084,DOE,87,98.3,4.3,88,91.3,4.1
2,3008,1,2010916,X066,DOE,68,100.8,3.7,75,93.7,3.8
2,3013,1,2010945,X878,DOE,46,181.2,5.8,73,177.4,5.9
2,3021,38,2094603,X167,DOE,71,109.5,4.9,83,94.2,4.2
2,3024,21,2011054,"X085 within (X085, X885)",DOE,59,113.6,4.6,68,108.1,4.7
2,3024,21,2011054,"X885 within (X085, X885)",DOE,59,113.6,4.6,68,108.1,4.7
2,3033,7501,2116415,X283,DOE,93,148.1,4.1,95,144.7,4.1
2,3037,79,2090472,X023,DOE,42,154.3,5.6,38,158.8,6.2
2,3049,37,2011538,X059,DOE,57,90.4,3.8,86,93.4,3.9
2,3058,0,2103863,X254,DOE,36,183.4,5.5,46,166.5,5.1
2,3059,1,2011810,X435,DOE,89,112.9,7.7,97,128.7,7
2,3061,55,2011844,X211,DOE,86,124.1,4.9,78,141.1,6
2,3062,6,2011852,X853,DOE,20,212.2,5.5,54,179.2,4.7
2,3062,43,2099356,X003,DOE,56,159.5,5.2,48,159.7,5.5
2,3067,1,2011937,X045,DOE,73,105.1,4,77,101.1,4.1
2,3069,1,2011995,"X118 within (X118, X932)",DOE,51,125.1,4.9,93,137.5,5.6
2,3069,1,2011995,"X932 within (X118, X932)",DOE,51,125.1,4.9,93,137.5,5.6
2,3081,26,2012359,X057,DOE,28,149.3,6,46,127.1,5.4
2,3085,1,2012409,"X032 within (X032, X832)",DOE,26,159.2,7.9,56,128.5,4.9
2,3092,14,2012620,X092,DOE,60,105.5,4.1,71,108.7,4.6
2,3100,14,2098380,X034,DOE,75,112.5,3.6,77,101.7,3.5
2,3104,7,2012887,X660,DOE,82,96.1,5,91,105.4,5.9
2,3109,1,2012957,"X129 within (X129, X234, X941)",DOE,11,143.7,6.2,22,123.6,6.2
2,3109,1,2012957,"X234 within (X129, X234, X941)",DOE,11,143.7,6.2,22,123.6,6.2
2,3114,52,2013047,X864,DOE,35,181.5,4.7,55,170.9,4.5
2,3115,21,2086808,X205,DOE,23,129.6,6.3,93,99.5,4.8
2,3123,3,2013142,"X067 within (X067, X967)",DOE,51,108.6,5.3,76,110.1,5.6
2,3142,48,2013297,"X163 within (X163, X933)",DOE,13,249.7,10.2,40,241,9.6
2,3143,43,2013307,X137,DOE,68,143.1,5.3,66,140.1,5
2,3146,72,2103868,X209,DOE,57,171,5.6,61,163.4,5.5
2,3150,10,2013561,"X009 within (X009, X930)",DOE,47,91,4.7,72,118.9,6.4
2,3150,10,2013561,"X930 within (X009, X930)",DOE,47,91,4.7,72,118.9,6.4
2,3168,27,2013830,X843,DOE,68,114.8,4.5,85,110.9,4.3
2,3170,1,2013849,X079,DOE,48,130.7,5.3,46,131.5,5.5
2,3172,46,2013899,X115,DOE,1,186.3,9.8,31,155,5.6
2,3178,14,2103867,X279,DOE,68,125.8,4.6,55,176.1,6
2,3182,4,2088408,X896,DOE,82,94.4,2.6,96,80.9,2.2
2,3186,49,2014062,X859,DOE,81,99,2.9,96,95.4,2.9
2,3188,8,2014098,X939,DOE,70,109.7,4.4,76,117.6,4.7
2,3188,20,2014099,X033,DOE,32,132.2,7.3,88,102.9,5.6
2,3208,1,2014505,"X091 within (X091, X891)",DOE,53,104,5.3,77,106.2,5.6
2,3209,1,2086823,X206,DOE,77,129.3,5.5,80,149.3,7.1
2,3216,2,2014692,X026,DOE,76,124.5,6.4,88,105.1,5
2,3222,100,2096465,X826,DOE,93,58.7,2.2,88,174,6.5
2,3222,100,2096465,X827,DOE,62,73.7,2.2,54,79.3,2.6
2,3224,9,2096013,X015,DOE,6,242.7,7.9,2,275.5,10.2
2,3239,41,2096486,"X122 within (X122, X822)",DOE,69,53.9,2.5,56,97.5,3.9
2,3239,41,2096486,"X822 within (X122, X822)",DOE,69,53.9,2.5,56,97.5,3.9
2,3246,2,2015222,X905,DOE,1,288.2,8.2,1,264.4,7.6
2,3247,15,2101862,X340,DOE,27,210.9,6.3,56,169.6,5.2
2,3247,70,2100971,"X086 within (X086, X868)",DOE,94,60.7,2.3,86,107.8,4.6
2,3247,70,2015241,X430,DOE,27,155.3,5.9,97,104,3.9
2,3247,70,2100971,"X868 within (X086, X868)",DOE,94,60.7,2.3,86,107.8,4.6
2,3248,62,2115783,X886,DOE,7,464.1,15.8,5,422.7,15.1
2,3251,201,2095215,X440,DOE,78,118.7,7.1,95,108.1,6.5
2,3251,201,2094706,X445,DOE,79,100.5,4.7,87,111.6,5.3
2,3252,182,2015472,X095,DOE,76,128.5,6.3,39,143.3,6.2
2,3253,141,2015547,X143,DOE,73,96.4,4.9,76,104.4,5.6
2,3253,341,2103864,X360,DOE,51,179.3,5.9,47,185.5,6.2
2,3278,14,2113630,X054,DOE,35,160.5,5.3,47,163.2,5.7
2,3295,1,2094729,"X046 within (X046, X846)",DOE,63,140.5,5.9,81,128.4,5.2
2,3295,1,2094729,"X846 within (X046, X846)",DOE,63,140.5,5.9,81,128.4,5.2
2,3299,60,2094734,"X008 within (X008, X808)",DOE,51,116.4,5.4,82,117.9,5.7
2,3299,60,2094734,"X808 within (X008, X808)",DOE,51,116.4,5.4,82,117.9,5.7
2,3323,36,2017669,X825 (closed),DOE,72,134.3,4.4,Not Available,Not Available,0
2,3329,124,2017858,X852,DOE,15,213.6,6.2,22,217.5,6.6
2,3330,1,2086851,"X020 within (X020, X931)",DOE,4,241.8,8.2,5,235.2,8.5
2,3330,1,2086851,"X931 within (X020, X931)",DOE,4,241.8,8.2,5,235.2,8.5
2,3336,35,2018046,"X080 within (X080, X910)",DOE,52,148.8,7.2,66,140.9,6.4
2,3351,1,2018457,"X056 within (X056, X865)",DOE,44,160.2,5.8,97,99.5,4.2
2,3351,1,2018457,"X865 within (X056, X865)",DOE,44,160.2,5.8,97,99.5,4.2
2,3353,40,2098420,X177,DOE,Not Available,Not Available,Not Available,Not Available,Not Available,5.3
2,3356,36,2018628,X094,DOE,48,98,3.7,65,102.9,4.2
2,3356,36,2115241,X361,DOE,Not Available,Not Available,Not Available,6,258.9,8.8
2,3386,1,2019463,X019,DOE,84,115.3,4.2,84,126.7,5.4
2,3478,18,2020580,X174,DOE,17,100.3,4.4,96,93.8,4.3
2,3524,20,2021482,"X069 within (X069, X869)",DOE,66,122.9,5.6,53,145.1,6.7
2,3524,20,2021482,"X869 within (X069, X869)",DOE,66,122.9,5.6,53,145.1,6.7
2,3564,1,2021923,X182,DOE,44,123.7,5.1,66,105.2,4.6
2,3591,50,2021972,X107,DOE,35,86.1,3.6,76,99.5,4.1
2,3604,39,2022205,"X450 within (X450, X451, X922)",DOE,86,94.8,4.3,90,111.8,5.5
2,3609,16,2022289,"X138 within (X138, X938)",DOE,58,134.4,6.4,73,124.1,6.7
2,3622,16,2022544,X972,DOE,58,149.5,4.1,74,126.3,3.7
2,3641,1,2022550,X100,DOE,80,95.2,4.7,78,97.4,5.4
2,3644,1,2103869,X131,DOE,32,107.7,5.3,49,117.3,6.4
2,3652,1,2097341,"X093 within (X093, X893)",DOE,74,93.1,3.6,73,94.3,4.2
2,3652,1,2097341,"X893 within (X093, X893)",DOE,74,93.1,3.6,73,94.3,4.2
2,3711,1,2023336,X152,DOE,66,119.4,5.5,79,102,5.2
2,3718,1,2087014,X123,DOE,69,85.6,4,79,90.3,5.1
2,3718,1,2087014,X823,DOE,78,97.1,3.3,100,78.8,2.8
2,3775,25,2088553,"X077 within (X077, X976, X982)",DOE,12,150.8,6.6,61,149.1,6.8
2,3775,25,2088553,"X976 within (X077, X976, X982)",DOE,12,150.8,6.6,61,149.1,6.8
2,3775,25,2088553,"X982 within (X077, X976, X982)",DOE,12,150.8,6.6,61,149.1,6.8
2,3786,16,2025622,X047,DOE,13,137,5.3,57,134.6,5.7
2,3789,21,2025696,"X119 within (X119, X915)",DOE,67,113.9,5.7,55,128.2,6.9
2,3790,40,2025717,X125,DOE,87,80.9,3.7,73,100.2,5
2,3817,1,2026706,X036,DOE,34,123.4,5.2,83,109.2,4.8
2,3834,70,2103494,X194,DOE,20,157,4.9,24,173.8,6.2
2,3842,2,2027195,X833,DOE,1,167.8,5,75,156.5,5
2,3864,1,2027459,"X420 within (X420, X421, X423)",DOE,59,187.5,7.9,63,177.5,8.2
2,3864,1,2027459,"X423 within (X420, X421, X423)",DOE,59,187.5,7.9,63,177.5,8.2
2,3921,30,2028640,X102,DOE,35,152.3,5.5,45,156,5.7
2,3946,7,2041211,"X106 within (X106, X913)",DOE,61,126.6,5.8,67,136.2,7.2
2,3948,55,2041247,X127,DOE,60,95.8,5.2,67,115.1,6.4
2,3983,1,2041864,X012,DOE,22,164.9,7.5,74,119.6,4.2
2,4006,3,2042451,X879,DOE,31,181.4,5.6,43,168.4,5.4
2,4091,1,2116414,X498,DOE,Not Available,Not Available,2.4,29,166.7,5.2
2,4125,1,2045344,X083,DOE,86,110.9,5.2,91,119.5,6
2,4125,15,2117664,X981,DOE,13,185.1,5.7,81,188.2,6.2
2,4133,200,2045725,X722,DOE,37,154.7,5.8,24,175.1,7.4
2,4171,1,2046140,"X071 within (X071, X948)",DOE,40,106.4,4.4,79,89.3,4
2,4275,1,2048608,"X108 within (X108, X946)",DOE,22,208.4,10,58,184.5,6.9
2,4288,1,2048794,"X105 within (X105, X935)",DOE,35,116.9,5,63,113.7,5.3
2,4288,1,2048794,"X935 within (X105, X935)",DOE,35,116.9,5,63,113.7,5.3
2,4290,48,2048811,X839,DOE,2,184.2,5.4,30,186.7,6
2,4293,31,2048831,X292,DOE,Not Available,Not Available,Not Available,4,228.6,7.5
2,4341,13,2049999,"X096 within (X096, X912)",DOE,18,133.8,5.1,23,125.9,6.2
2,4341,13,2049999,"X912 within (X096, X912)",DOE,18,133.8,5.1,23,125.9,6.2
2,4358,1,2050179,"X415 within (X415, X416)",DOE,72,121.9,4.8,72,128.2,5.4
2,4432,1,2051313,X135,DOE,51,91.9,4.7,87,88.3,4.6
2,4444,16,2051571,"X089 within (X089, X919)",DOE,77,97.9,3.9,91,98.8,4.1
2,4444,16,2051571,"X919 within (X089, X919)",DOE,77,97.9,3.9,91,98.8,4.1
2,4474,1,2052739,"X097 within (X097, X917, X997)",DOE,45,146,4.8,73,144.7,5
2,4493,1,2053518,X144,DOE,54,100.7,4.5,61,97.6,5.2
2,4526,1,2054253,"X121 within (X121, X921)",DOE,15,131.9,6.9,62,109.2,5.8
2,4552,10,2054933,"X076 within (X076, X926)",DOE,39,119,4.7,59,129.2,5.9
2,4552,10,2054933,"X926 within (X076, X926)",DOE,39,119,4.7,59,129.2,5.9
2,4624,15,2056898,X041,DOE,21,123.9,6.3,69,105.5,5.1
2,4633,40,2057045,X425,DOE,72,142.5,7.7,79,155.2,8.8
2,4675,20,2058396,X113,DOE,10,131.7,6.6,43,142.5,7
2,4719,1,2060191,X078,DOE,35,114.1,5.7,39,111.4,6
2,4823,1,2062883,"X103 within (X103, X923)",DOE,60,106.2,4.1,63,107.9,4.4
2,4823,1,2062883,"X923 within (X103, X923)",DOE,60,106.2,4.1,63,107.9,4.4
2,4839,39,2063435,X021,DOE,11,133.4,6.8,81,96.2,5.2
2,4864,35,2829945,X362,DOE,7,278.1,8.1,5,262.2,8
2,4894,1,2116222,X169,DOE,3,313.3,9.4,6,305.5,8.8
2,4905,500,2065991,X112,DOE,64,99.9,5.7,53,116.7,6.9
2,4916,1,2065992,"X111 within (X111, X937)",DOE,31,152.2,6.6,42,152.7,7.2
2,4916,1,2065992,"X937 within (X111, X937)",DOE,31,152.2,6.6,42,152.7,7.2
2,4935,1,2066190,X142,DOE,62,104.5,5,91,90.9,4.7
2,4986,81,2067852,"X068 within (X068, X918)",DOE,59,131.2,6,45,147.9,7.4
2,4986,81,2067852,"X918 within (X068, X918)",DOE,59,131.2,6,45,147.9,7.4
2,5018,1,2069061,"X087 within (X087, X945)",DOE,39,128.5,5.1,44,122.1,4.8
2,5076,31,2070894,"X016 within (X016, X916, X942)",DOE,2,235,13.1,88,110.5,4.4
2,5135,200,2072352,X160,DOE,58,71.5,1.9,34,164.6,7.3
2,5141,150,2097470,"X153 within (X153, X178, X180, X181, X455, X456)",DOE,99,121.5,3.2,94,153.5,5.3
2,5141,150,2116161,"X178 within (X153, X178, X180, X181, X455, X456)",DOE,99,121.5,3.2,94,153.5,5.3
2,5141,150,2116158,"X180 within (X153, X178, X180, X181, X455, X456)",DOE,99,121.5,3.2,94,153.5,5.3
2,5141,150,2116160,"X181 within (X153, X178, X180, X181, X455, X456)",DOE,99,121.5,3.2,94,153.5,5.3
2,5141,150,2116159,"X455 within (X153, X178, X180, X181, X455, X456)",DOE,99,121.5,3.2,94,153.5,5.3
2,5263,115,2115403,X189,DOE,8,238.1,7,3,263.3,7.9
2,5313,92,2072754,"X014 within (X014, X947)",DOE,51,171.5,6.1,65,156.8,5.8
2,5368,1,2074045,"X405 within (X405, X406)",DOE,79,156.7,7.3,69,166.4,8.2
2,5438,1,2077130,X192,DOE,66,107.6,4.9,79,106.7,5.2
2,5440,1,2077162,X072,DOE,56,139.9,5.1,37,145.4,6.1
2,5547,1,2080231,X101,DOE,64,91.8,4.5,87,90.2,4.5
2,5641,280,2082444,"X175 within (X175, X906)",DOE,53,170.3,6.9,68,149.5,6.5
2,5716,725,2097990,X037,DOE,12,271.9,8.3,40,198.6,6.3
2,5716,725,2112838,X368,DOE,60,184.7,4.9,63,178.1,6
2,5756,195,2083564,X007,DOE,55,116.2,4.5,46,123.1,5.2
2,5850,1550,2084806,X081,DOE,24,130.4,4.9,81,116.4,4.3
2,5901,1,2085773,X841,DOE,86,80.6,2.1,100,63.5,1.7
2,5917,140,2085869,X024,DOE,55,104.1,5.8,75,100.1,5.5
2,5918,376,2085870,X141,DOE,75,128.3,6.3,64,131.6,5.1
2,99999,9999,2000000,X978 (closed),DOE,67,113.5,3.7,Not Available,Not Available,0
3,0,0,3000000,K535,DOE,Not Available,Not Available,0,100,0.9,0
3,56,7,3000158,K307,DOE,77,112.7,5,78,111.1,5.6
3,107,1,3000183,K906 (closed),DOE,12,204.5,6.4,Not Available,Not Available,0
3,111,1,3000203,K287,DOE,93,80.9,3.8,95,77.5,4
3,120,20,3000216,K805,DOE,83,113.9,3.9,89,99.4,3.8
3,131,1,3348041,K580,DOE,53,163.9,6.9,90,100.9,4.9
3,140,10,3331741,K313,DOE,2,255.3,7.9,19,203.2,6.1
3,140,7501,3000259,K986,DOE,80,145.9,3.8,76,154.4,4.1
3,154,1,3000420,K802,DOE,95,145.9,4.3,98,131,4
3,169,9,3000533,K520,DOE,98,101.1,4,97,106.8,4.4
3,172,55,3000567,K369,DOE,91,97.2,4,87,123.7,6.1
3,174,1,3331754,K806,DOE,100,19.2,1.1,38,130.1,5.3
3,188,14,3001070,"K261 within (K261, K982)",DOE,94,89.2,3.6,90,97.6,4.4
3,191,1,3001183,K038,DOE,68,88.6,4,70,87.1,4.7
3,192,1,3001189,K656,DOE,81,112.5,5.1,79,114.9,5.1
3,192,13,3001190,K655,DOE,90,104.6,4,72,106,4.4
3,211,1,3001540,K008,DOE,93,84.7,2.8,46,149.6,5.1
3,266,20,3002557,K801,DOE,40,301.2,10.1,48,301.2,10.5
3,269,14,3002643,K871,DOE,65,158,5,68,143.6,4.8
3,311,1,3255627,K029,DOE,88,91.4,3.6,68,119,5.6
3,369,1,3336036,K142,DOE,93,88.7,4.3,88,93.5,5.3
3,397,11,3006356,K804,DOE,99,72.1,2.4,97,82.8,3.1
3,402,1,3006401,K293,DOE,52,148.2,7.4,84,98.8,4.6
